title,slug,url,difficulty,acceptance_rate,prompt,examples,tags
Find a Value of a Mysterious Function Closest to Target,find-a-value-of-a-mysterious-function-closest-to-target,https://leetcode.com/problems/find-a-value-of-a-mysterious-function-closest-to-target/,3,45.56,,,
Kth Missing Positive Number,kth-missing-positive-number,https://leetcode.com/problems/kth-missing-positive-number/,1,62.08,,,
Can Convert String in K Moves,can-convert-string-in-k-moves,https://leetcode.com/problems/can-convert-string-in-k-moves/,2,35.8,,,
Countries You Can Safely Invest In,countries-you-can-safely-invest-in,https://leetcode.com/problems/countries-you-can-safely-invest-in/,2,50.45,,,
Maximum Number of Non-Overlapping Substrings,maximum-number-of-non-overlapping-substrings,https://leetcode.com/problems/maximum-number-of-non-overlapping-substrings/,3,39.68,,,
Number of Nodes in the Sub-Tree With the Same Label,number-of-nodes-in-the-sub-tree-with-the-same-label,https://leetcode.com/problems/number-of-nodes-in-the-sub-tree-with-the-same-label/,2,54.99,,,
Design a File Sharing System,design-a-file-sharing-system,https://leetcode.com/problems/design-a-file-sharing-system/,2,41.74,,,
Water Bottles,water-bottles,https://leetcode.com/problems/water-bottles/,1,70.68,,,
Friendly Movies Streamed Last Month,friendly-movies-streamed-last-month,https://leetcode.com/problems/friendly-movies-streamed-last-month/,1,48.98,,,
Best Position for a Service Centre,best-position-for-a-service-centre,https://leetcode.com/problems/best-position-for-a-service-centre/,3,34.74,,,
String Compression II,string-compression-ii,https://leetcode.com/problems/string-compression-ii/,3,51.99,,,
Number of Substrings With Only 1s,number-of-substrings-with-only-1s,https://leetcode.com/problems/number-of-substrings-with-only-1s/,2,47.76,,,
Number of Good Pairs,number-of-good-pairs,https://leetcode.com/problems/number-of-good-pairs/,1,89.54,,,
Minimum Number of Increments on Subarrays to Form a Target Array,minimum-number-of-increments-on-subarrays-to-form-a-target-array,https://leetcode.com/problems/minimum-number-of-increments-on-subarrays-to-form-a-target-array/,3,72.14,,,
Number of Good Ways to Split a String,number-of-good-ways-to-split-a-string,https://leetcode.com/problems/number-of-good-ways-to-split-a-string/,2,68.3,,,
Clone N-ary Tree,clone-n-ary-tree,https://leetcode.com/problems/clone-n-ary-tree/,2,83.16,,,
Number of Sub-arrays With Odd Sum,number-of-sub-arrays-with-odd-sum,https://leetcode.com/problems/number-of-sub-arrays-with-odd-sum/,2,56.07,,,
Count Odd Numbers in an Interval Range,count-odd-numbers-in-an-interval-range,https://leetcode.com/problems/count-odd-numbers-in-an-interval-range/,1,50.44,,,
Minimum Possible Integer After at Most K Adjacent Swaps On Digits,minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits,https://leetcode.com/problems/minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits/,3,39.88,,,
Count Submatrices With All Ones,count-submatrices-with-all-ones,https://leetcode.com/problems/count-submatrices-with-all-ones/,2,57.2,,,
Last Moment Before All Ants Fall Out of a Plank,last-moment-before-all-ants-fall-out-of-a-plank,https://leetcode.com/problems/last-moment-before-all-ants-fall-out-of-a-plank/,2,68.19,,,
Can Make Arithmetic Progression From Sequence,can-make-arithmetic-progression-from-sequence,https://leetcode.com/problems/can-make-arithmetic-progression-from-sequence/,1,69.42,,,
Group Sold Products By The Date,group-sold-products-by-the-date,https://leetcode.com/problems/group-sold-products-by-the-date/,1,77.64,,,
Clone Binary Tree With Random Pointer,clone-binary-tree-with-random-pointer,https://leetcode.com/problems/clone-binary-tree-with-random-pointer/,2,80.85,,,
Sales by Day of the Week,sales-by-day-of-the-week,https://leetcode.com/problems/sales-by-day-of-the-week/,3,77.3,,,
Max Value of Equation,max-value-of-equation,https://leetcode.com/problems/max-value-of-equation/,3,44.46,,,
Number of Subsequences That Satisfy the Given Sum Condition,number-of-subsequences-that-satisfy-the-given-sum-condition,https://leetcode.com/problems/number-of-subsequences-that-satisfy-the-given-sum-condition/,2,43.71,,,
Check If Array Pairs Are Divisible by k,check-if-array-pairs-are-divisible-by-k,https://leetcode.com/problems/check-if-array-pairs-are-divisible-by-k/,2,46.21,,,
Path Crossing,path-crossing,https://leetcode.com/problems/path-crossing/,1,62.51,,,
Stone Game IV,stone-game-iv,https://leetcode.com/problems/stone-game-iv/,3,59.46,,,
Delete N Nodes After M Nodes of a Linked List,delete-n-nodes-after-m-nodes-of-a-linked-list,https://leetcode.com/problems/delete-n-nodes-after-m-nodes-of-a-linked-list/,1,73.5,,,
Minimum Difference Between Largest and Smallest Value in Three Moves,minimum-difference-between-largest-and-smallest-value-in-three-moves,https://leetcode.com/problems/minimum-difference-between-largest-and-smallest-value-in-three-moves/,2,59.18,,,
Range Sum of Sorted Subarray Sums,range-sum-of-sorted-subarray-sums,https://leetcode.com/problems/range-sum-of-sorted-subarray-sums/,2,63.12,,,
Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,https://leetcode.com/problems/find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree/,3,66.4,,,
Avoid Flood in The City,avoid-flood-in-the-city,https://leetcode.com/problems/avoid-flood-in-the-city/,2,27.28,,,
Making File Names Unique,making-file-names-unique,https://leetcode.com/problems/making-file-names-unique/,2,37.76,,,
XOR Operation in an Array,xor-operation-in-an-array,https://leetcode.com/problems/xor-operation-in-an-array/,1,86.74,,,
Find All The Lonely Nodes,find-all-the-lonely-nodes,https://leetcode.com/problems/find-all-the-lonely-nodes/,1,83.96,,,
Calculate Salaries,calculate-salaries,https://leetcode.com/problems/calculate-salaries/,2,78.11,,,
Rectangles Area,rectangles-area,https://leetcode.com/problems/rectangles-area/,2,68.69,,,
Minimum Number of Days to Make m Bouquets,minimum-number-of-days-to-make-m-bouquets,https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets/,2,55.35,,,
Least Number of Unique Integers after K Removals,least-number-of-unique-integers-after-k-removals,https://leetcode.com/problems/least-number-of-unique-integers-after-k-removals/,2,63.35,,,
Running Sum of 1d Array,running-sum-of-1d-array,https://leetcode.com/problems/running-sum-of-1d-array/,1,86.96,,,
Parallel Courses II,parallel-courses-ii,https://leetcode.com/problems/parallel-courses-ii/,3,29.46,,,
The kth Factor of n,the-kth-factor-of-n,https://leetcode.com/problems/the-kth-factor-of-n/,2,69.47,,,
Longest Subarray of 1's After Deleting One Element,longest-subarray-of-1s-after-deleting-one-element,https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element/,2,69.05,,,
Average Salary Excluding the Minimum and Maximum Salary,average-salary-excluding-the-minimum-and-maximum-salary,https://leetcode.com/problems/average-salary-excluding-the-minimum-and-maximum-salary/,1,63.44,,,
Paint House III,paint-house-iii,https://leetcode.com/problems/paint-house-iii/,3,60.96,,,
Design Browser History,design-browser-history,https://leetcode.com/problems/design-browser-history/,2,77.66,,,
Active Users,active-users,https://leetcode.com/problems/active-users/,2,36.61,,,
The k Strongest Values in an Array,the-k-strongest-values-in-an-array,https://leetcode.com/problems/the-k-strongest-values-in-an-array/,2,61.79,,,
Shuffle the Array,shuffle-the-array,https://leetcode.com/problems/shuffle-the-array/,1,88.81,,,
Apples & Oranges,apples-oranges,https://leetcode.com/problems/apples-oranges/,2,86.07,,,
Probability of a Two Boxes Having The Same Number of Distinct Balls,probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,https://leetcode.com/problems/probability-of-a-two-boxes-having-the-same-number-of-distinct-balls/,3,59.76,,,
Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts,https://leetcode.com/problems/maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts/,2,41.19,,,
Maximum Product of Two Elements in an Array,maximum-product-of-two-elements-in-an-array,https://leetcode.com/problems/maximum-product-of-two-elements-in-an-array/,1,83.16,,,
Reorder Routes to Make All Paths Lead to the City Zero,reorder-routes-to-make-all-paths-lead-to-the-city-zero,https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero/,2,64.89,,,
Find Two Non-overlapping Sub-arrays Each With Target Sum,find-two-non-overlapping-sub-arrays-each-with-target-sum,https://leetcode.com/problems/find-two-non-overlapping-sub-arrays-each-with-target-sum/,2,36.46,,,
Subrectangle Queries,subrectangle-queries,https://leetcode.com/problems/subrectangle-queries/,2,85.91,,,
Allocate Mailboxes,allocate-mailboxes,https://leetcode.com/problems/allocate-mailboxes/,3,55.7,,,
Final Prices With a Special Discount in a Shop,final-prices-with-a-special-discount-in-a-shop,https://leetcode.com/problems/final-prices-with-a-special-discount-in-a-shop/,1,83.24,,,
Pseudo-Palindromic Paths in a Binary Tree,pseudo-palindromic-paths-in-a-binary-tree,https://leetcode.com/problems/pseudo-palindromic-paths-in-a-binary-tree/,2,68.32,,,
Max Dot Product of Two Subsequences,max-dot-product-of-two-subsequences,https://leetcode.com/problems/max-dot-product-of-two-subsequences/,3,62.32,,,
Maximum Number of Vowels in a Substring of Given Length,maximum-number-of-vowels-in-a-substring-of-given-length,https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length/,2,60.13,,,
Check If a Word Occurs As a Prefix of Any Word in a Sentence,check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,https://leetcode.com/problems/check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence/,1,68.73,,,
Create a Session Bar Chart,create-a-session-bar-chart,https://leetcode.com/problems/create-a-session-bar-chart/,1,75.04,,,
Evaluate Boolean Expression,evaluate-boolean-expression,https://leetcode.com/problems/evaluate-boolean-expression/,2,72.28,,,
Maximum Number of Darts Inside of a Circular Dartboard,maximum-number-of-darts-inside-of-a-circular-dartboard,https://leetcode.com/problems/maximum-number-of-darts-inside-of-a-circular-dartboard/,3,37.82,,,
People Whose List of Favorite Companies Is Not a Subset of Another List,people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,https://leetcode.com/problems/people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list/,2,59.1,,,
Cherry Pickup II,cherry-pickup-ii,https://leetcode.com/problems/cherry-pickup-ii/,3,71.87,,,
Rearrange Words in a Sentence,rearrange-words-in-a-sentence,https://leetcode.com/problems/rearrange-words-in-a-sentence/,2,65.66,,,
Number of Students Doing Homework at a Given Time,number-of-students-doing-homework-at-a-given-time,https://leetcode.com/problems/number-of-students-doing-homework-at-a-given-time/,1,75.63,,,
Course Schedule IV,course-schedule-iv,https://leetcode.com/problems/course-schedule-iv/,2,59.54,,,
Check If a String Contains All Binary Codes of Size K,check-if-a-string-contains-all-binary-codes-of-size-k,https://leetcode.com/problems/check-if-a-string-contains-all-binary-codes-of-size-k/,2,56.6,,,
Make Two Arrays Equal by Reversing Subarrays,make-two-arrays-equal-by-reversing-subarrays,https://leetcode.com/problems/make-two-arrays-equal-by-reversing-subarrays/,1,75.82,,,
Number of Ways of Cutting a Pizza,number-of-ways-of-cutting-a-pizza,https://leetcode.com/problems/number-of-ways-of-cutting-a-pizza/,3,61.62,,,
Minimum Time to Collect All Apples in a Tree,minimum-time-to-collect-all-apples-in-a-tree,https://leetcode.com/problems/minimum-time-to-collect-all-apples-in-a-tree/,2,62.88,,,
Count Triplets That Can Form Two Arrays of Equal XOR,count-triplets-that-can-form-two-arrays-of-equal-xor,https://leetcode.com/problems/count-triplets-that-can-form-two-arrays-of-equal-xor/,2,84.79,,,
Build an Array With Stack Operations,build-an-array-with-stack-operations,https://leetcode.com/problems/build-an-array-with-stack-operations/,2,80.13,,,
NPV Queries,npv-queries,https://leetcode.com/problems/npv-queries/,1,83.01,,,
Find the Kth Smallest Sum of a Matrix With Sorted Rows,find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,https://leetcode.com/problems/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows/,3,61.87,,,
Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit/,2,56.66,,,
Check If All 1's Are at Least Length K Places Away,check-if-all-1s-are-at-least-length-k-places-away,https://leetcode.com/problems/check-if-all-1s-are-at-least-length-k-places-away/,1,58.02,,,
Find the Quiet Students in All Exams,find-the-quiet-students-in-all-exams,https://leetcode.com/problems/find-the-quiet-students-in-all-exams/,3,58.43,,,
Form Largest Integer With Digits That Add up to Target,form-largest-integer-with-digits-that-add-up-to-target,https://leetcode.com/problems/form-largest-integer-with-digits-that-add-up-to-target/,3,48.58,,,
Destination City,destination-city,https://leetcode.com/problems/destination-city/,1,79.43,,,
Simplified Fractions,simplified-fractions,https://leetcode.com/problems/simplified-fractions/,2,68.1,,,
Count Good Nodes in Binary Tree,count-good-nodes-in-binary-tree,https://leetcode.com/problems/count-good-nodes-in-binary-tree/,2,73.39,,,
Top Travellers,top-travellers,https://leetcode.com/problems/top-travellers/,1,57.14,,,
Consecutive Characters,consecutive-characters,https://leetcode.com/problems/consecutive-characters/,1,60.09,,,
Diagonal Traverse II,diagonal-traverse-ii,https://leetcode.com/problems/diagonal-traverse-ii/,2,57.9,,,
Maximum Points You Can Obtain from Cards,maximum-points-you-can-obtain-from-cards,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards/,2,55.22,,,
Maximum Score After Splitting a String,maximum-score-after-splitting-a-string,https://leetcode.com/problems/maximum-score-after-splitting-a-string/,1,65.17,,,
Customers Who Bought Products A and B but Not C,customers-who-bought-products-a-and-b-but-not-c,https://leetcode.com/problems/customers-who-bought-products-a-and-b-but-not-c/,2,72.05,,,
Minimum Number of Frogs Croaking,minimum-number-of-frogs-croaking,https://leetcode.com/problems/minimum-number-of-frogs-croaking/,2,50.71,,,
Reformat The String,reformat-the-string,https://leetcode.com/problems/reformat-the-string/,1,52.05,,,
Build Array Where You Can Find The Maximum Exactly K Comparisons,build-array-where-you-can-find-the-maximum-exactly-k-comparisons,https://leetcode.com/problems/build-array-where-you-can-find-the-maximum-exactly-k-comparisons/,3,66.93,,,
